,alcoholic,cocktail_name,glass,ingredients,ingredients_and_quantities,instructions,cocktail_picture,popular_month_name,visitors,popular_month_no,popular_season_name,alcohol_type_includes,liqueurs_includes
332,Alcoholic,Rusty Nail,Old-fashioned glass,"Lemon Peel, Drambuie, Scotch, ","Lemon peel - 1 twist of , Drambuie - 1/2 oz , Scotch - 1 1/2 oz ,",Pour the Scotch and Drambuie into an old-fashioned glass almost filled with ice cubes. Stir well. Garnish with the lemon twist.,http://www.thecocktaildb.com/images/media/drink/yqsvtw1478252982.jpg,,,,,['whiskey'],['liqueurs']
333,Alcoholic,Red Snapper,Old-fashioned glass,"Cranberry Juice, Amaretto, Crown Royal, ","Cranberry juice - 1 shot , Amaretto - 1 shot , Crown Royal - 1 shot ,","One shot each, shake n shoot",http://www.thecocktaildb.com/images/media/drink/7p607y1504735343.jpg,,,,,['whiskey'],['liqueurs']
334,Alcoholic,Royal Bitch,Shot glass,"Crown Royal, Frangelico, ","Crown Royal - 1 part , Frangelico - 1 part ,",Into a shot glass layer the Crown Royal on top of the Frangelico.,http://www.thecocktaildb.com/images/media/drink/qupuyr1441210090.jpg,,,,,['whiskey'],['liqueurs']
335,Alcoholic,Royal Flush,Old-fashioned glass,"Cranberry Juice, Chambord Raspberry Liqueur, Peach Schnapps, Crown Royal, ","Cranberry juice - 1 oz , Chambord raspberry liqueur - 1/2 oz , Peach schnapps - 1 oz , Crown Royal - 1 1/2 oz ,",Pour all the ingredients into tumbler over ice. Strain into glass.,https://www.acouplecooks.com/wp-content/uploads/2021/08/Royal-Flush-Drink-001.jpg,,,,,['whiskey'],['liqueurs']
336,Alcoholic,Rum Cobbler,Old-fashioned glass,"Orange, Maraschino Cherry, Dark Rum, Lemon, Club Soda, Sugar, ","Orange - 1 , Maraschino cherry - 1 , Dark rum - 2 oz , Lemon - 1 , Club soda - 3 oz , Sugar - 1 tsp superfine ,","In an old-fashioned glass, dissolve the sugar in the club soda. Add crushed ice until the glass is almost full. Add the rum. Stir well. Garnish with the cherry and the orange and lemon slices.",http://www.thecocktaildb.com/images/media/drink/5vh9ld1504390683.jpg,,,,,['rum'],['liqueurs']
337,Alcoholic,Ruby Tuesday,Highball glass,"Grenadine, Cranberry Juice, Gin, ","Grenadine - 2 splashes , Cranberry juice - 5 oz , Gin - 2 oz ,",Pour gin and cranberry into a highball filled with ice cubes. Add grenadine and stir.,http://www.thecocktaildb.com/images/media/drink/qsyqqq1441553437.jpg,,,,,['gin'],
338,Non alcoholic,Rail Splitter,Highball glass,"Ginger Ale, Lemon Juice, Sugar Syrup, ","Ginger ale, Lemon juice, Sugar syrup - 2 tsp ,",Mix sugar syrup with lemon juice in a tall glass. Fill up with ginger ale.,http://www.thecocktaildb.com/images/media/drink/stsuqq1441207660.jpg,,,,,"['beer', 'gin']",
339,Alcoholic,Rosemary Blue,Balloon Glass,"Rosemary, Tonic Water, Blue Curacao, Gin, ","Rosemary - Garnish with, Tonic Water - 100 ml, Blue Curacao - 15 ml, Gin - 50 ml,","1) Add the Bombay Sapphire, Blue Curacao, rosemary sprig and gently squeezed lemon wedge to a balloon glass. Swirl well to combine.

2) Fill with cubed ice and top with the Fever-Tree Light Tonic Water.

3) Gently fold with a bar spoon to mix.",https://www.thecocktaildb.com/images/media/drink/qwc5f91512406543.jpg,,,,,"['gin', 'wine']",
340,Alcoholic,Ramos Gin Fizz,Highball glass,"Soda Water, Vanilla Extract, Egg White, Cream, Sugar Syrup, Lemon Juice, Gin, ","Soda Water - 2 cl, Vanilla extract - 2 drop, Egg White - 1, Cream - 6 cl, Sugar Syrup - 3 cl, Lemon Juice - 3 cl, Gin - 4.5 cL,","Prepare all the ingredients on the counter to be able to work well and quickly, especially the cream and egg white.



Pour all the ingredients into a shaker.



Shake vigorously for 1 minute: cream and egg white must be mixed perfectly, so don't rush.



Now open the shaker and put some ice and shake for 1-2 minutes. It depends on how long you can resist!



Pour into a highball glass, add a splash of soda and garnish to taste.



Ramos Gin Fizz was once drunk as an invigorating drink or even as a breakfast, try it as an aperitif and after dinner and you will discover a little gem now lost.",https://www.thecocktaildb.com/images/media/drink/967t911643844053.jpg,,,,,['gin'],
341,Alcoholic,Royal Gin Fizz,Highball glass,"Carbonated Water, Egg, Powdered Sugar, Lemon, Gin, ","Carbonated water, Egg - 1 whole , Powdered sugar - 1 tsp , Lemon - Juice of 1/2 , Gin - 2 oz ,","Shake all ingredients (except carbonated water) with ice and strain into a highball glass over two ice cubes. Fill with carbonated water, stir, and serve.",https://tailgatermagazine.com/wp-content/uploads/2016/07/RoyalGinFizz3.jpg,,,,,['gin'],
342,Alcoholic,Rum Milk Punch,Collins glass,"Nutmeg, Powdered Sugar, Milk, Light Rum, ","Nutmeg, Powdered sugar - 1 tsp , Milk - 1 cup , Light rum - 2 oz ,",Shake all ingredients (except nutmeg) with ice and strain into a collins glass. Sprinkle nutmeg on top and serve.,http://www.thecocktaildb.com/images/media/drink/w64lqm1504888810.jpg,,,,,['rum'],
343,Alcoholic,Raspberry Julep,Cordial glass,"Mint, Raspberry Syrup, Bourbon, ","Mint - 8, Raspberry syrup - 1/2 oz, Bourbon - 2 oz,","Softly muddle the mint leaves and raspberry syrup in the bottom of the cup. Add crushed ice and Bourbon to the cup and then stir. Top with more ice, garnish with a mint sprig.",https://www.thecocktaildb.com/images/media/drink/hyztmx1598719265.jpg,,,,,['whiskey'],
344,Alcoholic,Rum Screwdriver,Highball glass,"Orange Juice, Light Rum, ","Orange juice - 5 oz , Light rum - 1 1/2 oz ,","Pour rum into a highball glass over ice cubes. Add orange juice, stir, and serve.","https://ik.imagekit.io/bhug69xts/tr:h-1200,w-1200/ginger-screwdriver.png",,,,,['rum'],
345,Alcoholic,Raspberry Cooler,Highball glass,"Ice, Lemon-Lime Soda, Raspberry Vodka, ","Ice, Lemon-lime soda - 4 oz , Raspberry vodka - 2 oz ,",Pour the raspberry vodka and soda into a highball glass almost filled with ice cubes. Stir well.,http://www.thecocktaildb.com/images/media/drink/suqyyx1441254346.jpg,,,,,['vodka'],
346,Alcoholic,Rum Old-fashioned,Old-fashioned glass,"Lime Peel, Water, Bitters, Powdered Sugar, 151 Proof Rum, Light Rum,","Lime peel - Twist of , Water - 1 tsp , Bitters - 1 dash , Powdered sugar - 1/2 tsp , 151 proof rum - 1 tsp , Light rum - 1 1/2 oz ,","Stir powdered sugar, water, and bitters in an old-fashioned glass. When sugar has dissolved add ice cubes and light rum. Add the twist of lime peel, float 151 proof rum on top, and serve.","https://images.immediate.co.uk/production/volatile/sites/30/2021/10/Rum-old-fashioned-00d18bc.jpg?quality=90&webp=true&resize=600,545",,,,,['rum'],
347,Alcoholic,Russian Spring Punch,Highball glass,"Lemon Juice, Sugar Syrup, Creme De Cassis, Vodka, ","Lemon Juice - 2.5 cl, Sugar Syrup - 1 cl, Creme de Cassis - 1.5 cl, Vodka - 2.5 cl,","Pour the ingredients into an highball glass, top with Sparkling wine.",http://www.thecocktaildb.com/images/media/drink/ctt20s1504373488.jpg,,,,,['vodka'],['liqueurs']
348,Alcoholic,Radioactive Long Island Iced Tea,Collins Glass,"Malibu Rum, Midori Melon Liqueur, Chambord Raspberry Liqueur, Triple Sec, Gin, Tequila, Vodka, Rum, ","Malibu rum - 1 oz , Midori melon liqueur - 1 oz , Chambord raspberry liqueur - 1 oz , Triple sec - 1 oz , Gin - 1 oz , Tequila - 1 oz , Vodka - 1 oz , Rum - 1 oz ,",Pour all ingredients over ice in a very tall glass. Sip cautiously.,http://www.thecocktaildb.com/images/media/drink/rdvqmh1503563512.jpg,,,,,"['gin', 'rum', 'tequila', 'vodka']",['liqueurs']
349,Alcoholic,Smut,Beer mug,"Orange Juice, Pepsi Cola, Peach Schnapps, Red Wine, ","Orange juice - 1/3 part , Pepsi Cola - 1/3 part , Peach schnapps - 1 shot , Red wine - 1/3 part ,",Throw it all together and serve real cold.,https://cdn.veeg.co/app/uploads/2021/03/11013658/Wine__Orange_Juice_Cocktail_web_04.jpg,,,,,['wine'],
350,Alcoholic,Spritz,Old-Fashioned glass,"Soda Water, Campari, Prosecco, ","Soda Water - splash, Campari - 4 cl, Prosecco - 6 cl,","Build into glass over ice, garnish and serve.",http://www.thecocktaildb.com/images/media/drink/j9evx11504373665.jpg,,,,,['wine'],
351,Alcoholic,Scooter,Cocktail glass,"Light Cream, Amaretto, Brandy, ","Light cream - 1 oz , Amaretto - 1 oz , Brandy - 1 oz ,","Shake all ingredients well with cracked ice, strain into a cocktail glass, and serve.",http://www.thecocktaildb.com/images/media/drink/twuptu1483388307.jpg,,,,,['brandy'],['liqueurs']
352,Alcoholic,Sangria,Pitcher,"Cinnamon, Cloves, Lemon Juice, Orange Juice, Sugar, Red Wine, ","Cinnamon, Cloves, Lemon juice - 1 cup , Orange juice - 1 cup , Sugar - 1/2 cup , Red wine - 1 bottle ,",Mix all together in a pitcher and refrigerate. Add cloves and cinnamon sticks to taste. Serve in wine glasses.,https://www.thecocktaildb.com/images/media/drink/xrvxpp1441249280.jpg,,,,,['wine'],
353,Alcoholic,Stinger,Cocktail glass,"White Creme De Menthe, Brandy, ","White Creme de Menthe - 1/2 oz , Brandy - 1 1/2 oz ,","Pour in a mixing glass with ice, stir and strain into a cocktail glass. May also be served on rocks in a rocks glass.",http://www.thecocktaildb.com/images/media/drink/2ahv791504352433.jpg,,,,,['brandy'],
354,Alcoholic,Sazerac,Old-fashioned glass,"Lemon Peel, Bourbon, Water, Peychaud Bitters, Sugar, Ricard, ","Lemon peel - 1 twist of , Bourbon - 2 oz , Water - 1 tsp , Peychaud bitters - 2 dashes , Sugar - 1/2 tsp superfine , Ricard - 1 tsp ,","Rinse a chilled old-fashioned glass with the absinthe, add crushed ice, and set it aside. Stir the remaining ingredients over ice and set it aside. Discard the ice and any excess absinthe from the prepared glass, and strain the drink into the glass. Add the lemon peel for garnish.",http://www.thecocktaildb.com/images/media/drink/vvpxwy1439907208.jpg,,,,,['whiskey'],
355,Alcoholic,Sidecar,Cocktail glass,"Lemon Juice, Cointreau, Cognac, ","Lemon juice - 1 oz , Cointreau - 1/2 oz , Cognac - 2 oz ,",Pour all ingredients into cocktail shaker filled with ice. Shake well and strain into cocktail glass.,http://www.thecocktaildb.com/images/media/drink/stwxuq1439906852.jpg,,,,,['brandy'],['liqueurs']
356,Alcoholic,Snowday,Collins glass,"Orange Peel, Angostura Bitters, Blood Orange, Ruby Port, Amaro Montenegro, Vodka, ","Orange Peel - Garnish with, Angostura Bitters - Dash, Blood Orange - 1 tsp, Ruby Port - 1 oz, Amaro Montenegro - 1 oz, Vodka - 1 oz,",Stir all ingredients with ice. Strain into a chilled rocks glass over fresh ice. Express orange peel over drink and garnish.,https://www.thecocktaildb.com/images/media/drink/4n1ipk1614009624.jpg,,,,,"['vodka', 'wine']",
357,Alcoholic,Spice 75,Wine Glass,"Orange Spiral, Champagne, Lime Juice, Rum, Allspice, Sugar, ","Orange spiral - Garnish with, Champagne - 6 cl, Lime Juice - 90 ml, Rum - 20 cl, Allspice - 1 tblsp, Sugar - 60 ml,","Gently warm 60g golden caster sugar in a pan with 30ml water and 1 tbsp allspice. Cook gently until the sugar has dissolved, then leave the mixture to cool. Strain through a sieve lined with a coffee filter (or a double layer of kitchen paper).



Pour 60ml of the spiced syrup into a cocktail shaker along with 200ml rum and 90ml lime juice. Shake with ice and strain between six flute glasses. Top up with 600ml champagne and garnish each with an orange twist.",https://www.thecocktaildb.com/images/media/drink/0108c41576797064.jpg,,,,,"['rum', 'wine']",
358,Alcoholic,Snowball,Highball glass,"Ice, Lemon, Lemonade, Advocaat, ","Ice - cubes, Lemon - 1 slice , Lemonade - 8-10 oz cold , Advocaat - 1 1/2 oz ,",Place one ice cube in the glass and add 1 1/2 oz of Advocaat. Fill up the glass with lemonade and decorate with a slice of lemon. Serve at once.,https://www.sainsburysmagazine.co.uk/media/11293/download/Snowball-cocktail.jpg?v=1,,,,,,
359,Alcoholic,Shot-gun,Shot glass,"Wild Turkey, Jack Daniels, Jim Beam, ","Wild Turkey - 1 oz , Jack Daniels - 1 part , Jim Beam - 1 part ,",Pour one part Jack Daneils and one part Jim Beam into shot glass then float Wild Turkey on top.,http://www.thecocktaildb.com/images/media/drink/2j1m881503563583.jpg,,,,,['whiskey'],['liqueurs']
360,Alcoholic,Salty Dog,Highball glass,"Salt, Gin, Grapefruit Juice, ","Salt - 1/4 tsp , Gin - 1 1/2 oz , Grapefruit juice - 5 oz ,","Pour all ingredients over ice cubes in a highball glass. Stir well and serve. (Vodka may be substituted for gin, if preferred.)",http://www.thecocktaildb.com/images/media/drink/4vfge01504890216.jpg,,,,,['gin'],
361,Alcoholic,Stone Sour,Whiskey sour glass,"Sweet And Sour, Orange Juice, Apricot Brandy, ","Sweet and sour - 1 oz , Orange juice - 1 oz , Apricot brandy - 1 oz ,","Shake all ingredients with ice, strain into a chilled whiskey sour glass, and serve.",http://www.thecocktaildb.com/images/media/drink/vruvtp1472719895.jpg,,,,,"['beer', 'brandy']",
362,Alcoholic,Sea breeze,Highball glass,"Grapefruit Juice, Cranberry Juice, Vodka, ","Grapefruit juice - 1 oz , Cranberry juice - 4 oz , Vodka - 1 1/2 oz ,",Build all ingredients in a highball glass filled with ice. Garnish with lime wedge.,http://www.thecocktaildb.com/images/media/drink/7rfuks1504371562.jpg,,,,,['vodka'],
363,Alcoholic,Scotch Sour,Whiskey sour glass,"Cherry, Lemon, Powdered Sugar, Lime, Scotch, ","Cherry - 1 , Lemon - 1/2 slice , Powdered sugar - 1/2 tsp , Lime - Juice of 1/2 , Scotch - 1 1/2 oz ,","Shake scotch, juice of lime, and powdered sugar with ice and strain into a whiskey sour glass. Decorate with 1/2 slice lemon, top with the cherry, and serve.",http://www.thecocktaildb.com/images/media/drink/0dnb6k1504890436.jpg,,,,,['whiskey'],
364,Alcoholic,Sweet Tooth,Highball Glass,"Milk, Godiva Liqueur, ","Milk, Godiva liqueur - 2 shots ,","Put 2 shots Godiva Liquour into a glass, add as much or as little milk as you would like.",https://www.saq.com/media/catalog/product/g/o/gourmandise-ec-1_1610403940.png?quality=80&fit=bounds&height=&width=,,,,,,
365,Alcoholic,Screwdriver,Highball glass,"Orange Juice, Vodka, ","Orange juice, Vodka - 2 oz ,",Mix in a highball glass with ice. Garnish and serve.,http://www.thecocktaildb.com/images/media/drink/8xnyke1504352207.jpg,,,,,['vodka'],
366,Alcoholic,Sherry Flip,Nick and Nora Glass,"Nutmeg, Egg, Powdered Sugar, Light Cream, Sherry, ","Nutmeg, Egg - 1 whole , Powdered sugar - 1 tsp , Light cream - 2 tsp , Sherry - 1 1/2 oz cream ,",Shake all ingredients (except nutmeg) with ice and strain into a whiskey sour glass. Sprinkle nutmeg on top and serve.,http://www.thecocktaildb.com/images/media/drink/qrryvq1478820428.jpg,,,,,['wine'],
367,Alcoholic,Sol Y Sombra,Brandy snifter,"Anisette, Brandy, ","Anisette - 1 1/2 oz , Brandy - 1 1/2 oz ,","Shake ingredients with ice, strain into a brandy snifter, and serve. (The English translation of the name of this drink is ""Sun and Shade"", and after sampling this drink, you'll understand why. Thanks, Kirby.)",http://www.thecocktaildb.com/images/media/drink/3gz2vw1503425983.jpg,,,,,['brandy'],
368,Alcoholic,Shark Attack,Pitcher,"Vodka, Water, Lemonade, ","Vodka - 1 1/2 cup , Water - 3 cans , Lemonade - 1 can ,",Mix lemonade and water according to instructions on back of can. If the instructions say to add 4 1/3 cans of water do so. Mix into pitcher. Add 1 1/2 cup of Vodka (Absolut). Mix well. Pour into glass of crushed ice. Excellent!,http://www.thecocktaildb.com/images/media/drink/uv96zr1504793256.jpg,,,,,['vodka'],
369,Alcoholic,San Francisco,Highball glass,"Orange Juice, Grenadine, Creme De Banane, Vodka, ","Orange juice, Grenadine, Creme de Banane - 2 cl , Vodka - 2 cl ,","Take a tall glass and put in a few ice cubes, fill the vodka over it and fill with juice then the ""creme"", to end fill in the grenadine but very carefully at the side of the glass so it will lay down in the bottom. garnish with orange and strawberry.",http://www.thecocktaildb.com/images/media/drink/szmj2d1504889961.jpg,,,,,['vodka'],
370,Alcoholic,Space Odyssey,Highball glass,"Cherries, Grenadine, Orange Juice, Pineapple Juice, Malibu Rum, 151 Proof Rum,","Cherries, Grenadine, Orange juice, Pineapple juice - 1 shot , Malibu rum - 1 shot , 151 proof rum - 1 shot Bacardi ,",Fill glass with ice and add shots of Bacardi and Malibu. Add splash of pineapple juice and top with orange juice. Add grenadine for color and garnish with cherries.,http://www.thecocktaildb.com/images/media/drink/vxtjbx1504817842.jpg,,,,,['rum'],
371,Alcoholic,Sherry Eggnog,Collins glass,"Nutmeg, Milk, Egg, Powdered Sugar, Sherry, ","Nutmeg, Milk, Egg - 1 whole , Powdered sugar - 1 tsp , Sherry - 2 oz cream ,","Shake sherry, powdered sugar, and egg with ice and strain into a collins glass. Fill with milk and stir. Sprinkle nutmeg on top and serve.",http://www.thecocktaildb.com/images/media/drink/xwrpsv1478820541.jpg,,,,,['wine'],
372,Non alcoholic,Sweet Bananas,Highball Glass,"Honey, Banana, Milk, ","Honey - 1 tblsp , Banana - 1 , Milk - 2 cups ,","Place all ingredients in the blender jar - cover and whiz on medium speed until well blended. Pour in one tall, 2 medium or 3 small glasses and drink up.",http://www.thecocktaildb.com/images/media/drink/sxpcj71487603345.jpg,,,,,,
373,Alcoholic,Sweet Sangria,Pitcher,"Fresca, Lemon, Lime, Orange, Apple, Water, Sugar, Red Wine, ","Fresca, Lemon, Lime -  wedges
, Orange -  wedges
, Apple - 1 cup, Water - 2 cups hot , Sugar - 1 cup , Red wine - 2 bottles ,","Dissolve the sugar in hot water and cool. Peel the citrus fruits and break into wedges. Mix the wine, sugar syrup, fruit, and Fresca in a pitcher and put in the fridge for a few hours. Serve in tall glasses with a straw.",http://www.thecocktaildb.com/images/media/drink/uqqvsp1468924228.jpg,,,,,['wine'],
374,Alcoholic,Thriller,Cocktail glass,"Orange Juice, Wine, Scotch, ","Orange juice - 1 oz , Wine - 1 oz Green Ginger , Scotch - 1 1/2 oz ,","In a shaker half-filled with ice cubes, combine all of the ingredients. Shake well. Strain into a cocktail glass.",http://www.thecocktaildb.com/images/media/drink/rvuswq1461867714.jpg,,,,,"['whiskey', 'wine']",
375,Alcoholic,The Galah,Collins glass,"Lime Juice, Pineapple Juice, Creme De Banane, Campari, Dark Rum, ","Lime Juice - Top, Pineapple Juice - Top, Creme De Banane - 1/2 shot, Campari - 1 shot, Dark Rum - 1 shot,",Mix together the alcoholic portions and top with Pineapple and Lime juice.,https://www.thecocktaildb.com/images/media/drink/sy7y6r1614775067.jpg,,,,,['rum'],
376,Alcoholic,Tia-Maria,Collins Glass,"Vanilla Extract, Rum, Coffee, Brown Sugar, Water, ","Vanilla extract - 4 tsp , Rum - 1 cup , Coffee - 4 tsp , Brown sugar - 3/4-1 cup , Water - 1 cup ,","Boil water, sugar and coffe for 10 mins and let cool. Add rum and vanilla. Put in clean bottle(s) and leave for 1 week before using.","https://ik.imagekit.io/bhug69xts/tr:h-1200,w-1200/tia-maria.png",,,,,['rum'],
377,Alcoholic,Tipperary,Nick and Nora Glass,"Green Chartreuse, Sweet Vermouth, Irish Whiskey, ","Green Chartreuse - 1/2 oz, Sweet Vermouth - 1 oz, Irish Whiskey - 2 oz,","Stir over ice. Strain into chilled glass. Cut a wide swath of orange peel, and express the orange oils over the drink. Discard orange twist.","https://image.foodboom.de/l5r2ce52lu4ej7o775boj65gksfd/tipperary-cocktail?auto=format,compress&crop=entropy&fit=crop&w=375&h=468",,,,,"['whiskey', 'wine']",['liqueurs']
378,Alcoholic,Turkeyball,Shot glass,"Pineapple Juice, Amaretto, Wild Turkey, ","Pineapple juice - 1 splash , Amaretto - 3/4 oz , Wild Turkey - 1 oz ,",Shake with ice and strain into a shot glass.,https://www.berlyskitchen.com/wp-content/uploads/2023/03/Pineapple-Upside-Down-Cake-Drink-Featured-Image.jpg,,,,,['whiskey'],['liqueurs']
379,Alcoholic,Texas Sling,Wine Glass,"Cream, 151 Proof Rum, Amaretto, Irish Cream, Kahlua,","Cream - 1 oz , 151 proof rum - 1/2 oz Bacardi , Amaretto - 1/2 oz , Irish cream - 1/2 oz , Kahlua - 1/2 oz ,","Blend with Ice until smooth. Serve in a tulip glass, top with whip cream.",https://www.homemadefoodjunkie.com/wp-content/uploads/2019/10/Amaretto-Irish-Cream-1024x986.jpg.webp,,,,,['rum'],['liqueurs']
380,Non alcoholic,Thai Coffee,Highball glass,"Ice, Whipping Cream, Sugar, Cardamom, Coriander, Coffee, ","Ice, Whipping cream, Sugar, Cardamom - 4-5 whole green , Coriander - 1/4 tsp , Coffee - 6 tblsp ground,","Place the coffee and spices in the filter cone of your coffee maker. Brew coffee as usual, let it cool. In a tall glass, dissolve 1 or 2 teaspoons of sugar in an ounce of the coffee (it's easier to dissolve than if you put it right over ice). Add 5-6 ice cubes and pour coffee to within about 1 inch of the top of the glass. Rest a spoon on top of the coffee and slowly pour whipping cream into the spoon. This will make the cream float on top of the coffee rather than dispersing into it right away.",http://www.thecocktaildb.com/images/media/drink/wquwxs1441247025.jpg,,,,,,
381,Alcoholic,Tom Collins,Collins glass,"Orange, Maraschino Cherry, Club Soda, Sugar, Lemon Juice, Gin, ","Orange - 1 , Maraschino cherry - 1 , Club soda - 3 oz , Sugar - 1 tsp superfine , Lemon juice - 1 oz , Gin - 2 oz ,","In a shaker half-filled with ice cubes, combine the gin, lemon juice, and sugar. Shake well. Strain into a collins glass alomst filled with ice cubes. Add the club soda. Stir and garnish with the cherry and the orange slice.",https://www.acouplecooks.com/wp-content/uploads/2019/12/Tom-Collins-001.jpg,,,,,['gin'],['liqueurs']
382,Non alcoholic,Tomato Tang,Highball glass,"Celery Salt, Lemon Juice, Tomato Juice, ","Celery salt - 1 dash , Lemon juice - 1-2 tblsp , Tomato juice - 2 cups ,","Place all ingredients in the blender jar - cover and whiz on medium speed until well blended. Pour in one tall, 2 medium or 3 small glasses and drink up.",http://www.thecocktaildb.com/images/media/drink/869qr81487603278.jpg,,,,,,
383,Alcoholic,Talos Coffee,Brandy snifter,"Coffee, Grand Marnier, ","Coffee - 1 part , Grand Marnier - 3 parts ,",Add your GM and then add your coffee.,https://drunkardsalmanac.com/wp-content/uploads/2021/09/20210908-KanarSazerac-300x300.jpeg,,,,,,['liqueurs']
384,Alcoholic,Tennesee Mud,Coffee Mug,"Whipped Cream, Amaretto, Jack Daniels, Coffee, ","Whipped cream, Amaretto - 4 oz , Jack Daniels - 4 oz , Coffee - 8 oz ,","Mix Coffee, Jack Daniels and Amaretto. Add Cream on top.",http://www.thecocktaildb.com/images/media/drink/txruqv1441245770.jpg,,,,,['whiskey'],['liqueurs']
385,Alcoholic,Tequila Fizz,Collins glass,"Ginger Ale, Egg White, Grenadine, Lemon Juice, Tequila, ","Ginger ale, Egg white - 1 , Grenadine - 3/4 oz , Lemon juice - 1 tblsp , Tequila - 2 oz ,","Shake all ingredients (except ginger ale) with ice and strain into a collins glass over ice cubes. Fill with ginger ale, stir, and serve.",https://cdn.diffords.com/contrib/stock-images/2017/1/18/201772e5ad71b27e983e6611d10cb87de5e9.jpg,,,,,"['beer', 'gin', 'tequila']",
386,Alcoholic,Tequila Sour,Whiskey sour glass,"Cherry, Lemon, Powdered Sugar, Lemon, Tequila, ","Cherry - 1 , Lemon - 1/2 slice , Powdered sugar - 1 tsp , Lemon - Juice of 1/2 , Tequila - 2 oz ,","Shake tequila, juice of lemon, and powdered sugar with ice and strain into a whiskey sour glass. Add the half-slice of lemon, top with the cherry, and serve.",https://www.acouplecooks.com/wp-content/uploads/2020/04/Tequila-Sour-002.jpg,,,,,['tequila'],
387,Non alcoholic,Thai Iced Tea,Highball glass,"Mint, Ice, Condensed Milk, Water, Tea, ","Mint - garnish, Ice - cubes, Condensed milk - 2 tsp sweetened , Water - 1/2 cup boiling , Tea - 1/4 cup Thai ,","Combine Thai tea (i.e., the powder), boiling water, and sweetened condensed milk, stir until blended. Pour into 2 tall glasses filled with ice cubes. Garnish with mint leaves. Makes 2 servings.",http://www.thecocktaildb.com/images/media/drink/trvwpu1441245568.jpg,,,,,,
388,Alcoholic,The Last Word,Cocktail glass,"Gin, Lime Juice, Maraschino Liqueur, Green Chartreuse, ","Gin - 1 oz, Lime Juice - 1 oz, Maraschino Liqueur - 1 oz, Green Chartreuse - 1 oz,",Shake with ice and strain into a cocktail glass.,https://www.thecocktaildb.com/images/media/drink/91oule1513702624.jpg,,,,,['gin'],['liqueurs']
389,Alcoholic,Turf Cocktail,Cocktail glass,"Orange Peel, Bitters, Anis, Gin, Dry Vermouth, ","Orange peel - Twist of , Bitters - 2 dashes , Anis - 1/4 tsp , Gin - 1 oz , Dry Vermouth - 1 oz ,",Stir all ingredients (except orange peel) with ice and strain into a cocktail glass. Add the twist of orange peel and serve.,http://www.thecocktaildb.com/images/media/drink/utypqq1441554367.jpg,,,,,"['gin', 'wine']",['liqueurs']
390,Alcoholic,The Laverstoke,Balloon Glass,"Mint, Ginger, Lime, Tonic Water, Rosso Vermouth, Elderflower Cordial, Gin, ","Mint - 1 Large Sprig, Ginger - 1 Slice, Lime - 2 Wedges, Tonic Water - 75 ml, Rosso Vermouth - 15 ml, Elderflower cordial - 15 ml, Gin - 50 ml,","1) Squeeze two lime wedges into a balloon glass then add the cordial, Bombay Sapphire and MARTINI Rosso Vermouth, swirl to mix.



2) Fully fill the glass with cubed ice and stir to chill.



3) Top with Fever-Tree Ginger Ale and gently stir again to combine.



4) Garnish with a snapped ginger slice and an awoken mint sprig.",https://www.thecocktaildb.com/images/media/drink/6xfj5t1517748412.jpg,,,,,"['gin', 'wine']",['liqueurs']
391,Alcoholic,Tequila Slammer,Hurricane glass,"7-Up, Tequila,","7-up - 1 part, Tequila - 1 shot,",Mix carefully to avoid releasing the dissolved CO2.,https://www.thecocktaildb.com/images/media/drink/43uhr51551451311.jpg,,,,,['tequila'],
392,Alcoholic,Tequila Sunrise,Highball glass,"Grenadine, Orange Juice, Tequila, ","Grenadine, Orange juice, Tequila - 2 measures ,","Pour the tequila and orange juice into glass over ice. Add the grenadine, which will sink to the bottom. Stir gently to create the sunrise effect. Garnish and serve.",http://www.thecocktaildb.com/images/media/drink/quqyqp1480879103.jpg,Juli,192.0,7.0,Summer,['tequila'],
393,Alcoholic,The Philosopher,Margarita glass,"Prosecco, Lemon Juice, Orange Bitters, Melon Liqueur, Gin, ","Prosecco - Top, Lemon Juice - 1 dash, Orange Bitters - 1 dash, Melon Liqueur - 1 shot, Gin - 1 shot,","Add all the spirits in a shaker (best to use Hendricks gin) as well as the orange bitters and lemon juice. Strain into a Margarita glass, top with Prosecco.",https://www.thecocktaildb.com/images/media/drink/sp8hkp1596017787.jpg,,,,,"['gin', 'wine']",
394,Alcoholic,Tuxedo Cocktail,Cocktail glass,"Cherry, Orange Bitters, Anis, Maraschino Liqueur, Gin, Dry Vermouth, ","Cherry - 1 , Orange bitters - 2 dashes , Anis - 1/4 tsp , Maraschino liqueur - 1/4 tsp , Gin - 1 1/2 oz , Dry Vermouth - 1 1/2 oz ,",Stir all ingredients with ice and strain into a cocktail glass. Garnish with a cherry and a twist of lemon zest.,http://www.thecocktaildb.com/images/media/drink/4u0nbl1504352551.jpg,,,,,"['gin', 'wine']",['liqueurs']
395,Alcoholic,Tequila Surprise,Shot glass,"Tabasco Sauce, Tequila, ","Tabasco sauce - About 8 drops , Tequila - full glass ,",Fill shot glass with Tequila. Add drops of Tobasco sauce.,http://www.thecocktaildb.com/images/media/drink/8189p51504735581.jpg,,,,,['tequila'],
